Sr No.,Location,Description,LIT,Size,Link,Image Name
188,Narayanaguda,YMCA opp. Pol st ftf.    Narayanguda  [ L side ],LIT,40x20,http://www.prakasharts.com/,1_O51800_thumb_front.jpg
189,Narayanaguda,YMCA opp. Pol st ftf.    Narayanguda  [ R side ],LIT,40x20,http://www.prakasharts.com/code1/3241. Narayanguda YMCA 40X20_TVS Bike.JPG,1_O51801_thumb_front.jpg
190,Narayanaguda,Opp: YMCA ftf.    Junction; Kachiguda,C,40x20,http://www.prakasharts.com/,1_O51802_thumb_front.jpg
191,Narayanaguda,adj: Flyover; ftf:    Barkatpura,LIT,50x25,http://www.prakasharts.com/code1/3243. Narayanaguda  50x25_MANJERA.JPG,1_O51803_thumb_front.jpg
192,Narayanaguda,adj: Flyover; ftf:    Himayatnagar,LIT,50x25,http://www.prakasharts.com/code1/3244. Narayanaguda fo Fg; Himayathnagar 50x25 --Warrioirs.jpg,1_O51804_thumb_front.jpg
193,Narayanaguda,Market; ftf:    Himayatnagar,LIT,40x25,http://www.prakasharts.com/code1/3245. Narayanguda Cross Roads Fg Himayathnagar 40x25_Onida Mobile.JPG,1_O51805_thumb_front.jpg
194,Narayanaguda,adj: Flyover; ftf:    Barkatpura,LIT,40x20,http://www.prakasharts.com/code1/3246. Narayanguda flyover 40x20_Briliant G.Skool.JPG,1_O51806_thumb_front.jpg
195,Nizam College,Nizam college bldg;    ftf. Flyover,LIT,60x25,http://www.prakasharts.com/code1/3247. Nizam Col.bldg  fg Flyover 60x25.JPG,1_O51807_thumb_front.jpg
196,Nizam College,Nizam College entry    ftf. LB Stadium,LIT,50x25,http://www.prakasharts.com/code1/3248. Nizam College. fg. LB Stadium 50x25_KING KISHER.JPG,1_O51808_thumb_front.jpg
197,Nizam College,adj.Flyover ftf.    Liberty,LIT,50x25,http://www.prakasharts.com/code1/3249. Basheerbagh Fo at Nizam clg Fg Liberty 50x25_ColgateTMC.JPG,1_O51809_thumb_front.jpg
198,Nizam College,adj.Flyover ftf.    Liberty,LIT,40x20,http://www.prakasharts.com/code1/3250. Basheerbagh flyover  at Nizam College Fg;Liberty 40x20_Sujana School (1).JPG,1_O51810_thumb_front.jpg
199,Oliphenta Br Cr,adj. Bridge; opp.Rly    Reservation ftf. Bus terminus/ Sangeet,LIT,40x25,http://www.prakasharts.com/code1/3251. Oliphanta Bridge 40x20 -BAJAJ.JPG,1_O51811_thumb_front.jpg
200,Oliphenta Br Cr,top of Ramakrishna    Hotel ftf. Sec.Stn [L],LIT,50x25,http://www.prakasharts.com/code1/3252. Oliphanta Br Cr Top of Ramakrishna Hotel ftf; Sec; bad 50x25.JPG,1_O51812_thumb_front.jpg
201,Oliphenta Br Cr,top of Ramakrishna    Hotel ftf. Sec.Stn [M],LIT,50x25,http://www.prakasharts.com/code1/3253_UTV.JPG,1_O51813_thumb_front.jpg
202,Oliphenta Br Cr,top of Ramakrishna    Hotel ftf. Sec.Stn [R],LIT,43x25,http://www.prakasharts.com/code1/3254Secunderabad Stn Above R.K.Hotel 43x25_BRILIANT G.SKOOL.jpg,1_O51814_thumb_front.jpg
203,Oliphenta Br Cr,adj. Post Office;    ftf. Oliphanta Bridge,P,30x15,http://www.prakasharts.com/code1/3255. Secunderabad; Himmathnagar Opp; Blue Sea 30x15_Airtell.JPG,1_O51815_thumb_front.jpg
204,Osmangunj,,C,40x20,http://www.prakasharts.com/code1/3256. Osmangunj 40x20_Kamaneni Hospital_3.JPG,1_O51816_thumb_front.jpg
205,Osmangunj,Ftf.M.J.Market,C,20x20,http://www.prakasharts.com/code1/3257. Osmangunj Rd Fg MJ Market 20x20_Briliant G. Skool.JPG,1_O51817_thumb_front.jpg
206,Osmangunj,Osmangunj Rd; ftf: M    J Market,C,40x25,http://www.prakasharts.com/code1/3258. M.J. market  on way to Osmangunj 40x25.JPG,1_O51818_thumb_front.jpg
207,Panjagutta,near Pol stn; ftf:    Cross Rds,p,24x15,http://www.prakasharts.com/code1/3259. Punjagutta x rds 24x15_YASHODA.JPG,1_O51819_thumb_front.jpg
208,Panjagutta,Uma Chambers ftf:    Pol. Stn; Somajiguda,LIT,50x25,http://www.prakasharts.com/code1/3260. Punjagutta Adj; Brisah 50x25 (2)_800_600.JPG,1_O51820_thumb_front.jpg
209,Panjagutta,Ameerpet Rd near Old    Shanbagh ftf. X Roads; Nag. Cr,LIT,40x20,http://www.prakasharts.com/code1/3262. Punjagutta Cross Roads  Adj; Shanbagh Hotel 40x20_Cruse.JPG,1_O51821_thumb_front.jpg
210,Panjagutta,Old shanbagh wall wrap; ftf. X Roads; Nag. Cr,LIT,60x25,http://www.prakasharts.com/code1/3263. Punjagutta x 60x25 (2).JPG,1_O51822_thumb_front.jpg
211,Panjagutta,Old shanbagh top;    ftf. X Roads; Nag. Cr,LIT,60x25,http://www.prakasharts.com/code1/3264. PunjaguttaCr Above Shanbagh Hotel 60x25 _Kalyan Jewel.JPG,1_O51823_thumb_front.jpg
212,Panjagutta,Top of Vodafone (Ravi    Chambers) ftf. Somajiguda,LIT,60x25,http://www.prakasharts.com/code1/3056. Banjara hills Nag Cr top of Vodafone ftf.Police St; X Rds(lit) 60x25.JPG,1_O51824_thumb_front.jpg
213,Panjagutta,opp: Model House;    ftf; Khairatabd,LIT,40x20,http://www.prakasharts.com/code1/3266. Panjagutta Nims opp. 40x20.JPG,1_O51825_thumb_front.jpg
214,Panjagutta,adj. RTA Office; ftf.    N I M S,LIT,50x25,http://www.prakasharts.com/code1/3267. Punjagutta RTA Fg; NIMS 50x25_Glucose D.JPG,1_O51826_thumb_front.jpg
215,Panjagutta,adj. RTA Office; ftf.    GVK,LIT,50x25,http://www.prakasharts.com/code1/3268. Punjagutta Adj; RTA Office ftf; gvk 50x25 _Mrs.Akhila Prasad.JPG,1_O51827_thumb_front.jpg
217,Paradise Cr,Top of Swathi Hotel;    ftf. Ranigunj,LIT,50x25,http://www.prakasharts.com/code1/3270. Paradise Cr Fg M G Road 50x25_MTS.JPG,1_O51828_thumb_front.jpg
218,Paradise Cr,Top of Swathi Hotel;    ftf: flyover; Bowenpally,P,50x25,http://www.prakasharts.com/code1/3271Paradise fg'Bownpally 50x25_YASHODA.JPG,1_O51829_thumb_front.jpg
219,Paradise Cr,Towards    Bownpally  Fg_Paradise,LIT,40x20,http://www.prakasharts.com/code1/4649     Paradise fg;Mg rd 40x20.JPG,1_O51830_thumb_front.jpg
220,Patny x Roads ,Kalaniketan opp. Post    Office; ftf. Junction; RP Road,LIT,50x25,http://www.prakasharts.com/code1/3272.Patny Cr 50x25_Reliance Trends-4.JPG,1_O51831_thumb_front.jpg
221,R P Road,Citilite Cr ftf.    Bible House,LIT,60x25,http://www.prakasharts.com/code1/3273. R.P. Road  60x25.JPG,1_O51832_thumb_front.jpg
222,Railnilayam ,opp. RRC grounds    ftf.Mettuguda,C,40x20,http://www.prakasharts.com/,1_O51833_thumb_front.jpg
223,Rajbhavan Road,near Necklace Rd MMTS    ftf. Somajiguda,LIT,40x25,http://www.prakasharts.com/code1/3275. Rajbhawan Road adj;MMTS 40x25_BAJAJ.JPG,1_O51834_thumb_front.jpg
224,Ramchandrapuram,Ftf: B H E L,OS,40x20,http://www.prakasharts.com/code1/3276. BHEL 40X20_IDEA.JPG,1_O51835_thumb_front.jpg
225,Ramchandrapuram,Ftf: Patancheru,OS,40x20,http://www.prakasharts.com/code1/3277. Rc Puram fg; Patancheru 40x20 (4).JPG,1_O51836_thumb_front.jpg
226,Ramkoti,Ramkoti x Rds ftf.    Tilak Road; Abids,C,30x20,http://www.prakasharts.com/code1/3278. Ramkoti 30x20 _Kamaneni Hospita-2l.JPG,1_O51837_thumb_front.jpg
227,Ramoji Film City,opp: Ramoji Filmcity    on Hiway ftf. Vja,OS,30x15,http://www.prakasharts.com/code1/3279. R.F.C. 30X15.JPG,1_O51838_thumb_front.jpg
228,Ramoji Film City,opp: Ramoji Filmcity    on Hiway ftf. Vja,OS,20x10,http://www.prakasharts.com/code1/3280 Ramoji Film city  on highway to Vja 20x10_5.jpg,1_O51839_thumb_front.jpg
229,Ramoji Film City,opp: Ramoji Filmcity    on Hiway ftf. Vja,OS,30x15,http://www.prakasharts.com/,1_O51840_thumb_front.jpg
230,RTC x Roads,Adj. Petrolbunk;    Abhilasha top; ftf. Chikkadpally,LIT,60x25,http://www.prakasharts.com/code1/3283. R T C x Rds Adj; Petrol pump; Abilasha top; ftf; Chikadpally 60x25_TATA INDICOM.JPG,1_O51841_thumb_front.jpg
231,RTC x Roads,President Hotel Wall    ftf.Musheerbad,LIT,30x20,http://www.prakasharts.com/code1/3284. RTC X RD 30x20_Yashoda-3.JPG,1_O51842_thumb_front.jpg
232,RTC x Roads,President Hotel Wall    ftf.Musheerbad,LIT,40x20,http://www.prakasharts.com/code1/3285. R.T.C. Cross Rds 40x20_TOP RAMEN.JPG,1_O51843_thumb_front.jpg
233,RTC x Roads,top of Sangam Hotel    ftf. Jn; VST  [R],LIT,50x25,http://www.prakasharts.com/,1_O51844_thumb_front.jpg
234,RTC x Roads,top of Sangam Hotel    ftf. Jn; VST  [L],LIT,50x25,http://www.prakasharts.com/,1_O51845_thumb_front.jpg
235,Rudraram,Mumbai Hiway NH-9;    ftf. BHEL; Hyd,OS,30x15,http://www.prakasharts.com/code1/3288. Rudram 30x15 _Yoganiki Okadu.JPG,1_O51846_thumb_front.jpg
236,S P Road,Rasoolpura; Hockey    Stadium; ftf: Paradise,LIT,40x20,http://www.prakasharts.com/code1/3289. SP RD fg;ymca (LIT) 40x20.JPG,1_O51847_thumb_front.jpg
237,S P Road,adj. Anand ftf.    Paradise,LIT,40x40,http://www.prakasharts.com/code1/3291,1_O51848_thumb_front.jpg
238,S P Road,adj. Anand ftf.    Airport,LIT,40x40,http://www.prakasharts.com/code1/3292. S P Road Adj; Anand Fg Old Airport 40x40_Kingfisher (Unistructure).JPG,1_O51849_thumb_front.jpg
239,S P Road,top of SBI; ftf: Old    Airport flyover,LIT,60x25,http://www.prakasharts.com/code1/3293. Begumpet Old Airport Fg Greenlands;HPS  30X25 copy.jpg,1_O51850_thumb_front.jpg
240,S P Road,adj. Paradise flyover    ftf. Airport,LIT,50x25,http://www.prakasharts.com/code1/3294. Paradise Flyover Fg Rasoolpura 50x25_FAIR &amp; LOVELY.JPG,1_O51851_thumb_front.jpg
241,S P Road,adj. Paradize flyover    ftf. Paradegrounds,LIT,36x25,http://www.prakasharts.com/code1/3295. S.P. ROAD Paradide fo (LI) 36x20 (1).JPG,1_O51852_thumb_front.jpg
242,S D Road,opp. Manju ftf.    Paradise,LIT,40x20,http://www.prakasharts.com/code1/3296 S.D.Road 40x20_Kingstone.JPG,1_O51853_thumb_front.jpg
243,Secunderabad Stn,nr. Uppal Bus Stop;    ftf: Sangeet,p,30x15,http://www.prakasharts.com/code1/3311. Secunderabad Himathnagar 30x15_Cruso.JPG,1_O51854_thumb_front.jpg
244,Secunderabad Stn,behind Uppal Bus Stop    ftf. Sangeet,p,60x15,http://www.prakasharts.com/code1/3312. Himmathnagar Opp; Blue Sea 60x15_Virgin Mobile.JPG,1_O51855_thumb_front.jpg
245,Shamshabad Airport Rd,Carvan ftf.    Mehidipatnam,C,40x25,http://www.prakasharts.com/code1/3317. Attapur Fg;Mehdipatnam 40x25.JPG,1_O51856_thumb_front.jpg
246,Shamshabad Airport Rd,Carvan ftf.    Rajendranagar,C,40x25,http://www.prakasharts.com/code1/3318. Attapur Fg;Airport 40x25.JPG,1_O51857_thumb_front.jpg
247,Shamshabad Airport Rd,Carvan Ring Rd fg.    Mehdipatnam,p,30x25,http://www.prakasharts.com/code1/3319. Attapur Carvan Ring Road Fg; Mehdipatnam 30x25_Ls.JPG,1_O51858_thumb_front.jpg
248,Shamshabad Airport Rd,Carvan Ring Rd fg.    Rajendranagar,p,30x25,http://www.prakasharts.com/code1/3320. Attapur Carvan Ring Road fg Rajendra nagar 30x25_2.JPG,1_O51859_thumb_front.jpg
249,Shamshabad Airport Rd,Carvan Sana Hotel fg.    Mehidipatnam,p,40x25,http://www.prakasharts.com/,1_O51860_thumb_front.jpg
250,Shamshabad Airport Rd,Carvan Sana Hotel fg.    Rajendranagar,p,40x25,http://www.prakasharts.com/,1_O51861_thumb_front.jpg
251,Shamshabad Airport Rd,Carvan  rd Dolphin Marbles,p,50x25,http://www.prakasharts.com/,1_O51862_thumb_front.jpg
252,Shamshabad Airport Rd,Carvan  rd Dolphin Marbles,p,50x25,http://www.prakasharts.com/,1_O51863_thumb_front.jpg
253,Shamshabad Airport Rd,Express flyover HP    Bunk(Natraj) fg. Rajendranagar,C,30x25,http://www.prakasharts.com/code1/3325 Attapur HP Bunk(Natraj) fg;Rajendernagar 30x25.JPG,1_O51864_thumb_front.jpg
254,Shamshabad Airport Rd,Attapur HP    Bunk(Natraj) fg. Mehidipatnam,C,40x25,http://www.prakasharts.com/code1/3326 Attapur HP Bunk(Natraj) fg; Mehdipatnam 40x25.JPG,1_O51865_thumb_front.jpg
255,Shamshabad Airport Rd,Attapur Fantoosh    ftf.Mehidipatnam,C,60x25,http://www.prakasharts.com/code1/3327. Attapur 60x25_Ebay.JPG,1_O51866_thumb_front.jpg
256,Shamshabad Airport Rd,Attapur Fantoosh ftf.    Rajendranagar,C,30x25,http://www.prakasharts.com/code1/3328. Attapur fg;Airport 30x25.JPG,1_O51867_thumb_front.jpg
257,Shamshabad Airport Rd,Upparpally ftf.    Rajendranagar,c,50x25,http://www.prakasharts.com/,1_O51868_thumb_front.jpg
258,Shamshabad Airport Rd,Rajendranagar opp.    Agrl varsity Entry ftf. Airport,LIT,50x25,http://www.prakasharts.com/code1/3337. Rajender Nagar A.G. Colege Gate Fg; Shamshabad 50x25 (4).JPG,1_O51869_thumb_front.jpg
259,Shamshabad Airport Rd,Shatamrai    Ramsubbareddy complex ftf. Airport [L],LIT,60x25,http://www.prakasharts.com/code1/3338. Shamshabad Shatamrai  Above Ram Subba Reddy Complex (LIT) 60x25_CANCER CARE.JPG,1_O51870_thumb_front.jpg
260,Shamshabad Airport Rd,Shatamrai    Ramsubbareddy complex ftf. Airport [R],LIT,60x25,http://www.prakasharts.com/code1/3339. Shamshabad Airport Rd Above Ramsubba reddy complex (LIT) 60x25.JPG,1_O51871_thumb_front.jpg
261,Shamshabad Airport Rd,Ganesh Complex ftf.    Hyd,LIT,40x25,http://www.prakasharts.com/code1/3340. Shamshabad Top Of Ganesh Complex Fg City 40x25_ONGC.JPG,1_O51872_thumb_front.jpg
262,Shamshabad Airport Rd,Ganesh Complex ftf.    Airport,LIT,40x25,http://www.prakasharts.com/code1/3341. Shamshabad Top Of Ganesh Complex Fg Airport 40x25_FORTUNE.JPG,1_O51873_thumb_front.jpg
263,Shamshabad Airport Rd,town entry ftf.    Airport,LIT,50x25,http://www.prakasharts.com/code1/3343. Shamshabad fg;Airport 50x25-2.JPG,1_O51874_thumb_front.jpg
264,Shamshabad Airport Rd,Upparpally ftf.    Mehidipatnam,c,50x25,http://www.prakasharts.com/,1_O51875_thumb_front.jpg
265,Shivrampally,Zoo Park Rd ftf.    Aramgar x Rds,OS,40x20,http://www.prakasharts.com/,1_O51876_thumb_front.jpg
266,Somajiguda,above Zodiac; ftf:    Greenlands,LIT,60x25,http://www.prakasharts.com/code1/3349. Somajiguda fg;Greenland 60x25_MTS.JPG,1_O51877_thumb_front.jpg
267,Somajiguda,adj. Zodiac; ftf:    Greenlands ,LIT,25x25,http://www.prakasharts.com/code1/3350. Somajiguda 25x25 _ Brisah.jpg,1_O51878_thumb_front.jpg
268,Somajiguda ,Ground site;    ftf.Rajbhavan Road,LIT,50x20,http://www.prakasharts.com/code1/3351. Somajiguda x 50x20.JPG,1_O51879_thumb_front.jpg
269,Somajiguda ,adj. flyover ftf.    Rajbhavan,LIT,30x25,http://www.prakasharts.com/code1/3352. Somajiguda 30x25_KINGFISHER.JPG,1_O51880_thumb_front.jpg
270,Somajiguda ,Yashoda Hospital top    of Next ftf. Somajiguda cr,LIT,40x25,http://www.prakasharts.com/code1/3353. Somajiguda Fg; Somajiguda fif 40x25_800_600.JPG,1_O51881_thumb_front.jpg
271,Somajiguda ,Yashoda Hospital top    of Next ftf. MMTS; Khairatabad,LIT,40x25,http://www.prakasharts.com/code1/3354. Somajiguda; rajbhavan rd fg; rajbhavan 40x25_Vaseline.jpg,1_O51882_thumb_front.jpg
272,Somajiguda ,Rajbhavan Rd ftf.    MMTS; Khairatabad,LIT,20x40,http://www.prakasharts.com/code1/3355. Somajiguda Fg Rajbhavan Rd 20x40_L &amp;T.JPG,1_O51883_thumb_front.jpg
273,Tarnaka,Near St.Anns School    fg. Junction,C,30x20,http://www.prakasharts.com/code1/3356. Tarnaka Near St.Anns School fg; Junction  (C)  30x20.JPG,1_O51884_thumb_front.jpg
274,Tarnaka,adj: petrol Bunk;    Upper. ftf. Sec'bad [R],LIT,60x25,http://www.prakasharts.com/code1/3357. Tarnaka Flyover fg; Secunderabad 60x25_DOCOMO_4.JPG,1_O51885_thumb_front.jpg
275,Tarnaka,adj: petrol Bunk;    Upper. ftf. Sec'bad [L],LIT,60x25,http://www.prakasharts.com/code1/3358. Tarnaka 60x25_MEGAMART.JPG,1_O51886_thumb_front.jpg
276,Tarnaka,adj: petrol Bunk;    Lower; ftf. Sec'bad [R],C,60x15,http://www.prakasharts.com/code1/3359. Tarnaka x Roads 60x15_AIRTEL LUCKY ALI.JPG,1_O51887_thumb_front.jpg
277,Tarnaka,adj: petrol Bunk;    Lower; ftf. Sec'bad [L],C,40x15,http://www.prakasharts.com/code1/3360. Tarnaka  Adj; Petrol Pump  Lower Fg; Secunderabad 40x15.JPG,1_O51888_thumb_front.jpg
278,Tarnaka,F/o; Adj.BSNL    Exchange ftf. Sec'bad,LIT,50x25,http://www.prakasharts.com/code1/3361 Tarnaka fo 50x25.JPG,1_O51889_thumb_front.jpg
279,Tarnaka,F/o; Adj.BSNL    Exchange ftf. Jn; St. Anns,C,30x20,http://www.prakasharts.com/,1_O51890_thumb_front.jpg
280,Tarnaka,flyover; towards    Aradhana ftf. Sec'bad,LIT,40x20,http://www.prakasharts.com/code1/3364. Tarnaka 40x20 _UTV.JPG,1_O51891_thumb_front.jpg
281,Tarnaka,adj: Flyover; ftf:    Hubsiguda; Aradhana,LIT,50x25,http://www.prakasharts.com/code1/3365. Tarnaka adj; flyover ftf; Habsiguda ; aradhana  (LIT)  50x25.JPG,1_O51892_thumb_front.jpg
282,Tarnaka,towards Lalapet ftf.    Junction,C,40x20,http://www.prakasharts.com/code1/3366. Tarnaka x Rds 40x20 _7Up.JPG,1_O51893_thumb_front.jpg
283,Tarnaka,Hubsiguda Rd; ftf:    Tarnaka,C,40x20,http://www.prakasharts.com/code1/3367. Tarnaka Habsiguda Road  40x20.JPG,1_O51894_thumb_front.jpg
284,Tarnaka,Hubsiguda Rd; ftf:    Tarnaka,C,40x20,http://www.prakasharts.com/code1/3368. Tarnaka Habsiguda Road  40x20_Kamaneni Hospital-2.jpg,1_O51895_thumb_front.jpg
285,Vidyanagar,University Rd; ftf:    Flyover; OU,C,25x25,http://www.prakasharts.com/code1/3369. Vidyanagar (C) 25x25.JPG,1_O51896_thumb_front.jpg
286,Vidyanagar,University Rd; ftf:    Flyover; Vidyanagar,LIT,50x25,http://www.prakasharts.com/code1/3370.Vidya Nagar Bridge 50x25_HERO.JPG,1_O51897_thumb_front.jpg
287,Vidyanagar,Giant Strr; Marriot    Jn ftf. Tankbund      [top],LIT,60X25,http://www.prakasharts.com/,1_O51898_thumb_front.jpg
288,Bundlaguda,Fcg. Airport,LIT,60X25,http://www.prakasharts.com/code1/3106. Chandrayanagutta Adj; Flyover above Herohond Show Room fg; Bundlaguda Airport 60x25.JPG,1_O51899_thumb_front.jpg
289,Bundlaguda,fcg. DRDL,LIT,60X25,http://www.prakasharts.com/code1/3105. Chandrayanagutta Adj; Flyover above Herohond Show Room fg; DRDL 60x25.JPG,1_O51900_thumb_front.jpg
290,Mehdipatnam,Near Rythu Bazaar,LIT,40x25,http://www.prakasharts.com/code1/290.JPG,1_O51901_thumb_front.jpg
291,Paradise cr,Towards Bowenpally    Fg; Paradise,LIT,40x20,http://www.prakasharts.com/code1/291.JPG,1_O51902_thumb_front.jpg
292,Boats Club,Giant strr; Marriot    Jn ftf; Tankbund  (top),LIT,60x25,http://www.prakasharts.com/code1/292.JPG,1_O51903_thumb_front.jpg
293,Himayathnagar,Above Gautam Model    School,LIT,50x25,http://www.prakasharts.com/code1/293.JPG,1_O51904_thumb_front.jpg
294,Koti ,Womens College,NON-LIT,30x25,http://www.prakasharts.com/code1/295.JPG,1_O51905_thumb_front.jpg
295,Koti ,Womens College,NON-LIT,40x25,http://www.prakasharts.com/code1/294.JPG,1_O51906_thumb_front.jpg
296,Khairtabad f/o,fcg. Jn  ( 1st Loc),LIT,40x20,http://www.prakasharts.com/code1/Khairathabad/DSC01892.JPG,1_O51907_thumb_front.jpg
297,Khairtabad f/o,fcg. Jn  ( 2nd Loc),LIT,40x20,http://www.prakasharts.com/code1/Khairathabad/Khairathabad 40x20 (2).JPG,1_O51908_thumb_front.jpg
298,Khairtabad f/o,fcg. Jn  ( 3rd Loc),LIT,40x20,http://www.prakasharts.com/code1/Khairathabad/Khairathabad 40x20.JPG,1_O51909_thumb_front.jpg
299,Khairtabad f/o,fcg. Jn ( 1st Loc),LIT,40x15,http://www.prakasharts.com/code1/Khairathabad/Khairatabad St 40x15 Airtel (2).JPG,1_O51910_thumb_front.jpg
300,Khairtabad f/o,fcg. Jn ( 2nd Loc),LIT,40x15,http://www.prakasharts.com/code1/Khairathabad/Khairatabad St 40x15 Airtel (1).JPG,1_O51911_thumb_front.jpg
